id,label_0,label_1,label_2,label_3
120071,1.0,2.305337527133939e-24,4.1309108623322583e-17,7.346445777979614e-23
120072,1.0,2.684991315498518e-32,3.5120203620764694e-22,1.1316998546300635e-25
120073,1.0,5.070721027181226e-35,4.1528297007770876e-30,1.9130410193462888e-28
120074,1.0,6.493089430382837e-31,2.3731202697796886e-20,3.820631331005578e-23
120075,1.0,1.0231576014895077e-27,2.962942536471619e-20,1.3995797736699488e-19
120076,1.0,1.1929442663899146e-18,2.7804285540611318e-09,2.4895215759230643e-22
120077,1.0,0.0,1.1328838362411871e-24,1.657656507752742e-31
120078,1.0,2.0393724373065617e-31,9.63824637309387e-23,4.899628168987386e-18
120079,1.0,1.3098117995592635e-35,2.7866020489904832e-21,7.18010805540115e-28
120080,1.0,5.030661486926093e-43,1.093236799561915e-28,2.245711215215346e-35
120081,1.0,7.987401246651457e-44,2.7313459948277144e-31,3.0267573302638984e-35
120082,1.0,2.525789791553004e-26,7.004834868063243e-25,4.560135102653084e-24
120083,1.0,1.7846092110023848e-25,6.679316099385417e-26,8.598446340054256e-21
120084,1.0,5.3291380598272793e-42,6.3304206210727245e-24,3.397590330568668e-26
120085,1.0,1.401298464324817e-45,6.579659887343496e-31,4.6995247343261593e-32
120086,1.0,2.4981328790319195e-28,1.782869190921455e-23,7.057919586350667e-24
120087,1.0,6.367245952361981e-35,3.2219270234908484e-29,9.040254973642923e-29
120088,1.0,0.0,9.78881349374744e-34,3.0603966036299485e-32
120089,1.0,7.679061998162374e-16,1.8525406767421967e-15,6.500091697531074e-12
120090,1.0,0.0,5.800950363257089e-31,1.5336435372685887e-38
120091,1.0,0.0,1.0241442237839513e-22,4.5678325025977996e-38
120092,8.667031001848994e-42,1.2611686178923354e-43,1.7958312799995034e-23,1.0
120093,1.0,1.723875969559987e-29,7.166540832721875e-19,4.458739781279151e-21
120094,6.486703637577609e-38,1.0486481501766524e-35,4.273960161849661e-31,1.0
120095,1.0,8.919552880315992e-26,9.457813058141927e-23,1.2610933168115737e-23
120096,1.0,4.902148450576551e-27,2.303527275881751e-16,7.726581313681047e-22
120097,1.0,6.783638524462024e-28,2.603744604448441e-16,1.7496698800132102e-19
120098,1.0,2.802596928649634e-45,1.2855614156628882e-27,1.6133281625126118e-28
120099,1.0,3.1669345293740866e-43,2.6283710219630718e-33,4.372430568213691e-37
120100,1.0,1.0131387897068427e-42,2.913631343503631e-16,7.54907376599047e-27
120101,3.363319513462457e-23,1.8607573778488332e-29,4.522823054686961e-22,1.0
120102,3.924149584282325e-37,1.8925564372532663e-29,1.0,1.3312335411085762e-41
120103,4.6185540166392144e-17,4.285606193869114e-21,1.0,3.1637676811559393e-23
120104,1.0,2.6726619585791384e-21,5.680880994161615e-15,7.937379730262387e-14
120105,1.0,0.0,1.5821525104158752e-37,3.1334743246429386e-39
120106,4.458714929025388e-17,1.957794338245234e-21,1.0,1.1604132082887505e-24
120107,1.9293660252751523e-24,1.1994615051412031e-31,1.0,2.514656837953677e-26
120108,1.0,2.9393575492562006e-20,3.468872630114561e-19,1.2503398500346733e-15
120109,1.0,1.0387097961877192e-37,6.997358367857986e-17,6.581353330087914e-20
120110,1.0348697171305923e-29,1.1257231853245026e-33,1.0,2.933313615488963e-32
120111,1.0,1.478650139555547e-41,1.3622492418724013e-19,1.3023287543517179e-27
120112,1.0,8.828686272944638e-28,1.7279782801393574e-21,3.494170850550244e-20
120113,1.0,0.0,2.0996531888059948e-29,1.0334014253711332e-38
120114,4.092346848884906e-30,1.461926875616162e-33,1.0,6.47094214634174e-36
120115,5.9555184733804726e-43,0.0,3.619254581919444e-34,1.0
120116,1.0,0.0,3.2994113981253003e-31,1.9998294186019624e-30
120117,1.0,0.0,4.8303057266023173e-29,1.239704701178398e-32
120118,1.0,0.0,2.0269388515222503e-32,2.1307233604521357e-39
120119,1.0,2.7020924530649874e-22,9.901260115211748e-18,7.847936161438231e-20
120120,1.0,3.9928802261322697e-17,1.609768497971495e-13,1.663678639224641e-19
120121,1.0,1.1509443023765489e-38,7.809983655565289e-26,5.2919230060651e-26
120122,1.0,1.8501305421631623e-32,3.7663568929328055e-20,2.5816601194452077e-23
120123,1.0,4.889823237260475e-34,1.051066328292211e-14,1.1822463758784768e-21
120124,4.426921739310222e-24,1.2577172534058665e-36,1.0,3.745779760108822e-36
120125,1.0,6.100716939242203e-31,1.6828050149913284e-15,2.6307630189261793e-22
120126,1.7005977182016352e-10,1.0,4.915114611328379e-16,3.60856694043013e-21
120127,1.0,5.666415985372276e-25,1.5634355789162502e-12,5.578327690238037e-19
120128,1.0,0.0,3.7133698775922313e-29,6.5841521748643e-39
120129,6.434342158640263e-41,1.2446753349672323e-40,5.686393864685839e-28,1.0
120130,7.230700075916056e-43,2.9847657290118604e-43,1.4299431165603873e-24,1.0
120131,4.564400090122144e-16,3.830543154482197e-29,1.0,1.2591017581915995e-18
120132,3.33090486545724e-21,5.0376477547127424e-23,1.0,3.4126387817125125e-22
120133,1.0,0.0,7.021247702983345e-36,6.142788000152841e-40
120134,1.0,5.7873626576614945e-43,2.209480479829167e-18,8.554159904588606e-26
120135,5.397337341037167e-22,2.1110124283404314e-26,3.1914914088090266e-22,1.0
120136,1.0,1.1656609546557718e-18,1.2599306770414917e-14,2.992938773657255e-16
120137,1.0,5.038475732709211e-30,1.9615211798155763e-17,3.3328817489268245e-17
120138,1.0,3.8874821997299075e-41,1.75875453346419e-22,3.9463113451071105e-27
120139,4.7069615416670605e-42,2.6064151436441598e-43,2.3615797274465007e-27,1.0
120140,1.0,9.938653097431185e-32,6.7347757043328234e-21,1.601042607249117e-27
120141,2.802596928649634e-45,5.463662712402462e-42,4.0508018316454893e-29,1.0
120142,1.0,1.595538155305431e-33,2.921701610312165e-23,9.064552959570407e-24
120143,1.0,4.564159060175015e-30,3.733630285050846e-26,4.0046859119429383e-25
120144,7.094315820839719e-29,4.2372988678094136e-26,1.0,7.964973867216937e-31
120145,1.0,1.6918553467211478e-37,3.591240583509662e-26,1.1879410727559693e-31
120146,1.1639467134984618e-24,4.7016167729070635e-27,6.39305878018826e-23,1.0
120147,3.6305529736832855e-26,5.181621023030638e-24,1.0,2.07047194967847e-28
120148,3.122904244541421e-30,9.304173387608201e-40,2.991725693022849e-33,1.0
120149,4.073816092627809e-28,1.0,1.6722040816537726e-27,2.1630082120833466e-37
120150,1.0,1.420883566753893e-25,3.8203913032250956e-19,6.741542671822489e-19
120151,4.0386578653853375e-37,1.394291972003193e-42,6.702694043150127e-34,1.0
120152,1.0,1.5736737767091442e-34,5.795208906543718e-28,7.429868134251099e-23
120153,1.0,2.5842231132777727e-11,1.604157185275599e-16,5.65125529346195e-20
120154,1.0,0.0,5.060544186106988e-25,6.455893967936378e-31
120155,0.0,1.2611686178923354e-44,2.6284913264630387e-33,1.0
120156,1.0,0.0,1.3924270119029924e-35,6.32279319568615e-39
120157,5.797143720942482e-40,1.4910011488132174e-31,2.8434733995864363e-27,1.0
120158,1.2147562382979442e-27,5.268102065413528e-31,1.0,6.995702323448784e-41
120159,1.0,9.80908925027372e-45,2.2251090695960027e-35,1.5167263559528335e-36
120160,0.0,6.9604092203263e-39,5.347465595896654e-33,1.0
120161,1.0,1.4692663152328175e-20,3.157780082997083e-20,5.647591141842282e-20
120162,1.0,9.02677647329775e-30,2.3353138829477245e-19,7.876310063585261e-27
120163,1.1210387714598537e-44,1.1210387714598537e-44,4.091472657246087e-30,1.0
120164,1.0,7.088750316634677e-27,5.4883743191912595e-24,6.70720060675175e-25
120165,7.199355694931242e-11,5.60858117490731e-20,1.0,1.303463173035974e-14
120166,1.0,6.193926588296306e-32,1.4876621665136615e-29,2.5384238919881843e-26
120167,4.91366021533664e-28,6.480907986974381e-18,1.0,2.3472598454846706e-30
120168,1.0,1.2539572602370165e-20,2.5524279074324273e-17,3.204258017447942e-18
120169,1.0,1.1727955172423242e-36,2.520299411505911e-37,1.574461357924195e-33
120170,1.0,8.019099954109589e-28,3.026953391186152e-20,1.062147475434644e-27
120171,1.0,0.0,1.964520524906652e-28,2.7152769766630832e-37
120172,1.0,5.184804318001823e-44,3.0177614873799925e-37,6.390328494914592e-38
120173,2.463617837108725e-29,1.3426513209958948e-39,1.0,0.0
120174,1.0,0.0,5.092263297029793e-25,4.720273972859699e-33
120175,1.0,0.0,1.1265382827500899e-35,0.0
120176,1.0,2.3652166454722506e-39,1.2739478407293363e-19,6.26986016380936e-23
120177,1.0,9.357493942230095e-26,5.1858434142786964e-20,1.7716184713324512e-19
120178,1.0,1.5084669227117658e-24,1.6388756099456746e-16,6.329663595438195e-19
120179,1.0,0.0,8.62478599333914e-30,5.924689907165327e-42
120180,1.0,1.4375074571926072e-31,2.324016901231879e-13,4.8574088150878456e-23
120181,1.0,1.1210387714598537e-44,8.407790785948902e-45,2.1298335359272895e-41
120182,1.2583660209636857e-42,0.0,5.962311968335519e-36,1.0
120183,1.0,3.22525836512132e-37,8.54268378790363e-18,1.9716701896232344e-18
120184,1.0,0.0,2.802596928649634e-45,0.0
120185,1.0,3.9109035022626325e-39,1.3492108236229056e-20,7.582857293854765e-23
120186,1.0,1.403040461606396e-16,3.409279554732181e-16,8.223552352591094e-15
120187,1.0,2.4384670339887578e-36,2.087757117003307e-25,1.2582669324722327e-32
120188,1.7252407326072238e-33,2.1152078566775445e-30,2.985148766007527e-25,1.0
120189,1.0,0.0,5.057314192685861e-35,2.0944288894470444e-37
120190,4.276484485570378e-25,4.436253174958081e-24,1.0,6.695947807602361e-34
120191,1.0,4.838543467467161e-41,1.8146651220496879e-16,5.101009730686673e-26
120192,0.0,0.0,4.215024166483614e-31,1.0
120193,1.0,8.74934970093742e-23,1.968020946208071e-08,1.4917700745070402e-15
120194,1.0,9.358712693696702e-10,1.958459707341459e-13,1.3001816774010601e-16
120195,1.0,8.47870859546247e-37,3.2272129990934214e-16,6.897892446408891e-25
120196,0.0,0.0,3.543597056353385e-34,1.0
120197,1.0,6.910604818096404e-20,1.2524032646458322e-13,2.340804857077234e-14
120198,5.51393681714735e-38,7.006492321624085e-45,5.41302539109562e-38,1.0
120199,1.0,1.8232890424183697e-17,1.0616770592004887e-13,3.0654706813866735e-15
120200,1.0,0.0,0.0,1.4950593445727906e-40
120201,1.0,0.0,5.170992478187465e-26,1.0129344803907442e-38
120202,1.0,0.0,4.8143278472628826e-33,2.1726533184359015e-27
120203,4.057015345892978e-08,1.0,2.2539926197197302e-13,1.0966136039865563e-17
120204,0.0,0.0,1.125417717505407e-34,1.0
120205,1.0,2.8123844688442274e-34,2.71344422459999e-22,2.334635149004297e-28
120206,1.0,1.9944089257874506e-26,1.132838489681376e-09,4.050681164569729e-20
120207,8.540751079573997e-28,1.8814612635142485e-24,1.0,4.359671943696931e-30
120208,5.4598580861783304e-36,3.8198006049417903e-38,2.251075208307733e-32,1.0
120209,1.0,9.863052469407728e-37,3.4606664297513638e-18,5.205406535177732e-27
120210,1.0,2.7636715534499033e-29,6.02147685539353e-25,1.407767121016001e-26
120211,1.0,2.2990333452098654e-23,7.183538877321957e-19,3.2376860936768103e-21
120212,3.546168367358214e-18,2.275894559179457e-21,1.0,3.2856298422563147e-18
120213,1.6097506638127317e-20,5.026243034833781e-24,2.773114925648356e-20,1.0
120214,1.0,0.0,3.295332741295214e-33,6.996206790895941e-40
120215,1.0,1.3968945756150142e-37,2.759817165778077e-28,6.798413537947128e-33
120216,1.0,8.45338953657316e-22,3.877381101002964e-22,3.87353549875332e-23
120217,1.7411479055053647e-26,2.161826176319096e-24,2.7084300479815626e-21,1.0
120218,1.0,3.856560034002918e-18,4.751684098848315e-21,5.35397978518092e-17
120219,6.223721843606598e-32,1.1398352523453474e-27,1.0,4.574847660549127e-36
120220,1.0,1.8267036207688753e-36,3.767307504402388e-19,1.0178388540493252e-29
120221,7.163356210587611e-23,2.202515384025657e-38,1.0,1.778557426978421e-36
120222,0.0,0.0,2.312142466135948e-43,1.0
120223,8.492932909366604e-34,8.407790785948902e-45,1.0,0.0
120224,1.0,2.258152382249454e-33,4.19128983581077e-18,2.3071260799099105e-22
120225,5.403235747949256e-27,3.6126923387882306e-32,1.0,5.21696324162592e-32
120226,1.0,0.0,3.662267339114708e-26,5.17001524327809e-30
120227,1.0,3.2638280807224233e-35,6.927461676401516e-30,3.06194103863772e-30
120228,2.814128773891153e-30,1.8186407012684984e-26,1.0,1.0574675504107006e-24
120229,1.0,8.954297187035581e-43,9.264781331007045e-28,9.656113956864028e-34
120230,1.0,1.888946137045482e-33,9.238571928172863e-25,4.388599862610717e-25
120231,1.0,6.132881851355804e-20,3.596282343101831e-13,5.238885649757165e-15
120232,2.425527751516406e-19,8.302154547597763e-32,2.0882348708890316e-25,1.0
120233,1.0,2.8412657597726775e-39,1.3399084739471535e-25,1.0679817913116735e-27
120234,1.0,1.3853937959398624e-31,3.988337595777373e-20,5.5683765369606836e-27
120235,1.0,9.524370687456195e-28,2.1637916152984988e-15,1.6519602041311495e-19
120236,1.0,3.2817526655935305e-37,1.7772009791928395e-21,7.5537188624973e-25
120237,1.5263531418780924e-39,2.6624670822171524e-44,2.6088297714747826e-35,1.0
120238,1.0,2.220829570066974e-25,7.2394262570046905e-22,1.2266248378851776e-21
120239,1.0,2.6764800668604006e-43,2.4348177955765202e-33,2.675713276340722e-35
120240,1.0,1.2883564688001246e-17,1.4274550237582811e-13,3.502697535229943e-13
120241,1.0,0.0,2.7084638805693253e-34,2.290760473258355e-38
120242,1.0,1.2115787266013854e-24,2.1368417681593886e-26,1.134423396905339e-24
120243,2.0551615892647303e-33,1.688704779357837e-41,1.0,0.0
120244,1.0,5.605193857299268e-45,2.176574680321544e-29,3.132671506448272e-33
120245,6.750169927358237e-32,2.1657128446953132e-25,1.0,6.167662449193071e-39
120246,1.0,6.747402325577761e-21,3.177247520219577e-19,1.2165146745470365e-18
120247,1.0,1.401298464324817e-45,1.731798462942156e-29,8.041253796837947e-34
120248,1.0,0.0,2.3630749704037804e-35,8.772877801092076e-38
120249,1.0,3.773237138530434e-39,6.024335095668372e-22,2.0476584790262113e-24
120250,1.0,5.495714522388107e-29,6.97130707657847e-23,4.594836336567287e-22
120251,1.0,0.0,1.2837309244664292e-39,1.020775866337413e-40
120252,1.0,0.0,6.42818058835303e-29,2.285812180095162e-37
120253,1.0,2.988969624404835e-42,2.842991277999747e-23,3.613976037394046e-31
120254,1.1290438816461878e-17,9.652542207858385e-19,1.0,1.6502742353637184e-24
120255,1.0,6.364802912350763e-32,1.494285594870511e-25,1.794016742145314e-23
120256,1.0,0.0,1.0360175379934075e-32,2.7437423931479918e-42
120257,1.0,1.1545991970571701e-37,4.8286071878938643e-23,4.5617371656541285e-31
120258,1.0,0.0,2.3657158967247843e-29,7.817844132468154e-42
120259,5.729057363859668e-32,7.679124297989626e-30,1.0,3.9642389854230056e-33
120260,1.0,3.042779485434908e-41,1.2056535923422703e-25,1.703955973744938e-35
120261,0.0,0.0,2.4368440164762136e-40,1.0
120262,1.9907194314226377e-29,7.0129409924859665e-31,1.1170986284588555e-19,1.0
120263,8.02050988017141e-35,4.3619345352233936e-30,2.77848424176405e-27,1.0
120264,1.0,3.4794118505561225e-32,1.2683301689838902e-23,2.3147814506865684e-19
120265,1.0,3.287046608147871e-33,5.596361069424608e-26,1.7421263395468716e-24
120266,1.0,1.0811101164258187e-21,7.746400025590682e-18,6.806765863122296e-19
120267,1.0,1.9384112621865974e-23,2.6930229689674528e-17,1.3980368556453386e-20
120268,1.9194091511666814e-19,6.7306932658433605e-28,9.581256945891301e-20,1.0
120269,1.543823798183866e-13,1.0,5.188206635142745e-13,5.561505835108429e-17
120270,3.25430637361531e-19,2.9480672350308235e-23,6.507497885075586e-23,1.0
120271,1.0,7.99870013821195e-26,2.0755946469210745e-22,3.444802950603104e-21
120272,1.0,0.0,1.4376711720443166e-17,8.202954432395077e-33
120273,1.0,5.605193857299268e-44,3.2000577183744896e-17,1.7536394871246603e-26
120274,1.6952883100288065e-34,5.224895218896512e-30,1.0,0.0
120275,1.0,4.778427763347626e-43,1.958560345134918e-32,1.827749325734893e-36
120276,1.0,4.692194892507528e-26,1.4918929232357135e-18,7.81754502874515e-21
120277,7.965980278460337e-30,1.0,6.160416415271902e-14,1.567859893861474e-36
120278,3.02088882605234e-18,1.59960552138463e-15,1.0,3.8906923495102117e-19
120279,1.0,1.004969219659829e-40,9.383921283212927e-39,4.741931354247646e-33
120280,1.0,0.0,8.099255251724341e-26,4.639253777045657e-30
120281,1.0,0.0,7.932402172325397e-25,3.1216994568713763e-31
120282,1.0,9.280839734883346e-28,6.987613612730037e-12,1.2684584633892813e-19
120283,1.0,1.867344407968207e-34,4.962756310368451e-26,2.0018199411913076e-24
120284,1.0,2.0167953735798397e-18,2.1334583066661382e-14,1.2966172222093957e-21
120285,6.145857771507452e-27,2.053703378394476e-26,1.0,1.9634481129468375e-29
120286,1.0,0.0,1.3077120452244583e-32,0.0
120287,1.0,1.522903696925658e-17,2.029416614480182e-15,5.015858401910024e-14
120288,1.0,8.940257887117768e-20,4.2450343240574284e-10,3.7467506311048004e-14
120289,3.21234377664351e-28,1.3649413462200184e-30,7.199409755396454e-30,1.0
120290,1.0,8.519894663094888e-43,1.6407725438495084e-29,1.1576381966671951e-29
120291,1.8292819202601312e-38,0.0,3.026804682941605e-43,1.0
120292,1.0,2.1019476964872256e-44,2.4431081399262627e-25,4.647973846166046e-28
120293,1.0,0.0,1.353236500903495e-35,3.629363022601276e-43
120294,1.0,0.0,2.950008081254189e-19,1.386407017188791e-26
120295,1.0,3.9644751314717085e-21,7.236817890769227e-18,3.977710130744741e-16
120296,1.0,1.1550126089929225e-12,8.525513890068941e-21,1.882710058029484e-17
120297,1.0,0.0,6.792103790772882e-36,4.75040179406113e-43
120298,1.0,2.34940004957557e-38,1.2817798040688352e-29,1.375247892608932e-30
120299,1.0,1.530594233337504e-36,2.365058342112053e-28,3.916205509143003e-31
120300,1.0,5.131902408693531e-35,1.2531026307990586e-18,9.276040849018598e-25
120301,1.0,4.203895392974451e-45,1.0024563161665551e-29,1.637523208973579e-34
120302,2.054484198982832e-21,1.0,5.3861933864643675e-28,1.277093394030462e-38
120303,1.0,2.3970378370781507e-29,3.2671025022623357e-21,9.175983703952628e-25
120304,2.7008350825858745e-37,1.9244005152701493e-28,5.104482574957963e-23,1.0
120305,1.0,0.0,3.4908601663629334e-31,5.885453550164232e-44
120306,2.2420775429197073e-44,5.605193857299268e-45,2.6493231493521954e-30,1.0
120307,1.0,1.507070013840365e-38,1.675911888001238e-30,2.7547473959407205e-28
120308,2.8006841674562185e-33,4.47918771858564e-25,1.0,1.6506955828554776e-32
120309,1.0,0.0,1.5993793555061423e-23,1.0067441434001625e-30
120310,1.0,2.5931581703292286e-31,8.28543921353133e-27,3.057801861598531e-27
120311,1.0,0.0,4.203895392974451e-45,0.0
120312,1.0,1.8241739070979744e-39,1.419806056713071e-24,4.9448085291573635e-24
120313,1.0,1.5414283107572988e-43,4.062143627647421e-37,9.821700936452643e-42
120314,6.093729971246992e-19,1.440896625356502e-21,1.0,1.9865966760056756e-25
120315,1.8118789143719885e-42,2.75663433901978e-41,3.006664297676381e-35,1.0
120316,1.0,1.3737200754178615e-33,4.2374407754257296e-20,6.000630096637417e-26
120317,1.0,1.0767172467330836e-16,5.178401038696985e-16,1.2605351091647405e-16
120318,1.0,2.1619750875041053e-31,4.123483865692496e-15,1.8315733369920553e-22
120319,1.0,1.9794602042265069e-28,3.75829811716244e-09,1.2366123046958781e-15
120320,8.157463420033206e-13,4.004211359753327e-18,1.0,1.2142429263922362e-18
120321,1.0,1.1763645839838806e-32,3.280733101458001e-33,2.021370534782405e-33
120322,2.368194404708941e-43,0.0,2.1061515918802e-42,1.0
120323,1.0,1.2825776205482976e-28,5.603205803492842e-23,1.434172318202413e-23
120324,1.0,5.163613277263367e-36,2.201332133237338e-22,3.022475732334851e-28
120325,1.0,0.0,6.398501255593639e-30,6.973780410272887e-38
120326,1.0,6.165713243029195e-44,1.393975398017288e-25,7.11099144482619e-33
120327,1.0,6.319856074104925e-43,1.780504366071867e-30,7.726871836164187e-40
120328,1.0,0.0,1.2051282256164607e-27,1.5977032239419348e-37
120329,0.0,0.0,4.232218661743139e-37,1.0
120330,1.0,0.0,4.716305175619424e-37,3.3911422836660573e-43
120331,1.0,3.20493133065889e-25,1.0515571333378486e-26,1.616210918527495e-28
120332,1.0,5.375380909149998e-42,3.674942760376845e-28,6.882975102098601e-29
120333,1.0,5.0270346725293885e-22,1.4918977829218123e-19,1.1004281473813446e-15
120334,1.0,3.4110243367244065e-15,1.0096445536989917e-14,4.815498821284794e-20
120335,1.0,1.6548134571158431e-31,2.300316380140553e-21,1.1428108967350916e-16
120336,3.600962357315807e-36,6.413897410402969e-30,7.134254500705284e-24,1.0
120337,1.0,2.0356662791246618e-41,6.720908228933782e-31,1.3944086386064315e-29
120338,1.0,1.4299082751190184e-12,3.2126872273607887e-09,3.699315769619023e-14
120339,1.0,1.6022923032847614e-23,4.5025138131760123e-13,7.466319085547616e-16
120340,1.0,9.66839222916582e-18,1.9187216052096723e-11,5.243302680923989e-08
120341,1.0,1.7932910397191137e-16,2.075980146408009e-17,1.2976697624442202e-12
120342,1.30170551999817e-38,2.7654954778849074e-37,5.54385405616479e-27,1.0
120343,1.0,1.1349099671192876e-36,2.992645063611548e-29,8.89501684097329e-27
120344,3.039476194801866e-18,1.0,4.978263894866997e-12,7.20609017442777e-29
120345,1.0,9.802070063914204e-21,4.399826423334696e-12,6.436534710194586e-18
120346,1.0,1.1390099913641775e-26,1.115124919487398e-12,3.7347990478351125e-18
120347,1.0,2.466285297211678e-43,5.839012541704325e-13,8.686287450199238e-25
120348,2.607676312262052e-41,3.0183234273747522e-31,1.0,0.0
120349,1.0,0.0,3.208091819045263e-22,5.663108604295485e-33
120350,1.0,2.802596928649634e-45,1.1796332194117587e-29,2.5606997430634126e-38
120351,1.0263497904995612e-30,1.0356289608443873e-27,1.0,2.2944861054854555e-40
120352,1.0,2.4532166756295077e-37,3.322028117796667e-25,1.9137382963122714e-24
120353,1.0,1.6631822601000795e-13,4.1090183556038995e-13,5.95025888544018e-17
